Date,Close
20241021,25.8
20241018,26.1
20241017,26.15
20241016,25.75
20241015,25.85
20241014,25.95
20241011,26.1
20241010,26.2
20241009,26.25
20241008,25.5
20241007,25.45
20241004,25.4
20241003,25.7
20241002,25.8
20241001,25.75
20240930,25.75
20240927,25.9
20240926,26
20240925,26.2
20240924,25.8
20240923,25.65
20240920,25.65
20240919,24.8
20240918,24.65
20240917,24.5
20240916,24.15
20240913,24.4
20240912,24.45
20240911,24.15
20240910,24.25
20240909,24.45
20240906,24.6
20240905,24.5
20240904,24.65
20240830,24.8
20240829,24.65
20240828,24.5
20240827,24.45
20240826,24.45
20240823,24.45
20240822,24.4
20240821,24.4
20240820,24.1
20240819,24.05
20240816,24
20240815,23.5
20240814,23.55
20240813,23.6
20240812,23.8
20240809,23.6
20240808,23.25
20240807,23.4
20240806,23.5
20240805,23.2
20240802,23.95
20240801,23.95
20240731,24.55
20240730,24.15
20240729,24.15
20240726,24.1
20240725,24.05
20240724,24.2
20240723,24
20240722,24.75
20240719,25.1
20240718,24.8
20240717,24.5
20240716,24.1
20240715,23.95
20240712,24
20240711,24.15
20240710,24.25
20240709,24.3
20240708,24.25
20240705,24.3
20240704,24.15
20240703,24.25
20240702,24.05
20240701,23.8
20240628,23.8
20240627,23.95
20240626,24.1
20240625,24.05
20240624,24.1
20240621,24.55
20240620,24.8
20240619,24.65
20240618,24.55
20240617,24.55
20240614,24.6
20240613,24.8
20240612,24.55
20240611,24.15
20240610,24.4
20240607,24.6
20240606,24.35
20240605,24.35
20240604,24.5
20240603,24.8
20240531,24.65
20240530,24.696
20240529,24.57
20240528,24.906
20240527,24.738
20240524,24.57
20240523,23.898
20240522,23.478
20240521,23.688
20240520,23.73
20240517,23.73
20240516,23.73
20240515,23.268
20240514,23.31
20240513,23.268
20240510,23.268
20240509,23.184
20240508,23.142
20240507,23.226
20240506,23.184
20240503,23.1
20240502,22.68
20240426,22.554
20240425,22.512
20240424,22.722
20240423,22.386
20240422,22.512
20240419,22.344
20240417,22.47
20240416,22.806
20240415,22.554
20240412,23.52
20240411,22.806
20240410,22.764
20240409,22.932
20240408,22.806
20240405,22.806
20240404,23.142
20240403,23.52
20240402,23.856
20240401,23.898
20240329,23.94
20240328,23.814
20240327,23.52
20240326,23.478
20240325,23.1
20240322,23.646
20240321,23.52
20240320,23.1
20240319,22.554
20240318,22.596
20240315,22.974
20240314,22.89
20240313,23.226
20240312,22.47
20240311,22.47
20240308,22.722
20240307,23.1
20240306,23.268
20240305,23.478
20240304,23.352
20240301,23.352
20240229,23.52
20240228,23.52
20240227,23.184
20240226,23.1
20240223,22.932
20240222,23.226
20240221,23.268
20240220,23.142
20240219,23.268
20240216,23.184
20240215,22.848
20240207,23.52
20240206,23.394
20240205,23.352
20240202,22.05
20240201,21.84
20240131,21.63
20240130,21.798
20240129,21.798
20240126,22.092
20240125,21.672
20240124,21.672
20240123,21.882
20240122,22.092
20240119,21.798
20240118,21.504
20240117,21.336
20240116,21.336
20240115,21.252
20240112,21.672
20240111,21.21
20240110,21.21
20240109,21
20240108,21.294
20240105,21.378
20240104,21.252
20240103,21
20240102,20.538
20231229,20.076
20231228,19.95
20231227,19.572
20231226,19.53
20231225,19.614
20231222,19.488
20231221,19.53
20231220,19.488
20231219,19.362
20231218,19.152
20231215,19.11
20231214,18.9
20231213,18.732
20231212,18.9
20231211,18.816
20231208,18.816
20231207,18.816
20231206,18.732
20231205,18.606
20231204,18.732
20231201,18.438
20231130,18.438
20231129,18.522
20231128,18.396
20231127,18.354
20231124,18.522
20231123,18.648
20231122,19.068
20231121,18.984
20231120,18.9
20231117,19.068
20231116,19.572
20231115,19.53
20231114,19.068
20231113,18.858
20231110,18.816
20231109,18.942
20231108,19.152
20231107,18.564
20231106,18.648
20231103,18.522
20231102,18.732
20231101,18.144
20231031,17.976
20231030,17.892
20231027,18.102
20231026,17.724
20231025,18.396
20231024,18.396
20231023,18.312
20231020,18.396
20231019,18.312
20231018,18.522
20231017,18.858
20231016,18.984
20231013,19.026
20231012,19.068
20231011,19.068
20231010,19.152
20231009,18.9
20231006,18.312
20231005,18.144
20231004,18.144
20231003,18.144
20231002,18.396
20230929,18.354
20230928,18.27
20230927,18.48
20230926,18.396
20230925,18.48
20230922,18.732
20230921,18.816
20230920,18.858
20230919,18.732
20230918,18.858
20230915,19.026
20230914,18.858
20230913,18.942
20230912,19.11
20230911,18.774
20230908,19.11
20230907,19.236
20230906,19.278
20230905,19.11
20230831,18.984
20230830,18.858
20230829,18.522
20230828,18.522
20230825,18.438
20230824,18.522
20230823,18.354
20230822,18.522
20230821,18.48
20230818,18.396
20230817,19.068
20230816,19.236
20230815,19.194
20230814,19.362
20230811,19.236
20230810,19.236
20230809,19.488
20230808,19.656
20230807,19.95
20230804,20.496
20230803,19.698
20230802,19.404
20230801,19.194
20230731,19.278
20230728,18.648
20230727,18.606
20230726,18.732
20230725,18.732
20230724,18.522
20230721,18.564
20230720,18.48
20230719,18.48
20230718,18.48
20230717,18.48
20230714,18.48
20230713,18.48
20230712,18.354
20230711,18.48
20230710,18.438
20230707,18.228
20230706,18.228
20230705,18.438
20230704,18.48
20230703,18.522
20230630,18.522
20230629,18.396
20230628,18.732
20230627,18.648
20230626,18.69
20230623,18.396
20230622,18.186
20230621,18.228
20230620,18.186
20230619,18.186
20230616,18.312
20230615,18.228
20230614,18.186
20230613,18.144
20230612,18.018
20230609,18.102
20230608,18.144
20230607,18.354
20230606,18.312
20230605,18.27
20230602,18.312
20230601,17.976
20230531,17.822
20230530,17.6816
20230529,17.6465
20230526,17.5413
20230525,17.6115
20230524,17.6465
20230523,17.7869
20230522,17.5764
20230519,17.5062
20230518,17.5413
20230517,17.4711
20230516,17.5413
20230515,17.5413
20230512,17.5413
20230511,17.4711
20230510,17.4711
20230509,17.4711
20230508,17.5062
20230505,17.2957
20230504,17.3308
20230428,16.98
20230427,16.9449
20230426,16.9449
20230425,16.9449
20230424,16.98
20230421,17.0151
20230420,17.0151
20230419,17.1203
20230418,17.3659
20230417,17.5413
20230414,17.5062
20230413,17.5062
20230412,17.4361
20230411,17.5062
20230410,17.5413
20230407,17.5764
20230406,17.4711
20230405,17.7518
20230404,17.6465
20230403,17.7167
20230331,17.5413
20230330,17.2606
20230329,17.1203
20230328,17.1554
20230327,17.1554
20230324,17.2256
20230323,17.1905
20230322,16.9449
20230321,16.98
20230320,16.8396
20230317,17.0852
20230316,17.1203
20230315,17.401
20230314,16.8747
20230313,17.1905
20230310,17.4711
20230309,17.7869
20230308,17.5413
20230307,17.1905
20230306,17.0501
20230303,17.1905
20230302,17.5764
20230301,17.6465
20230228,17.1203
20230227,17.0151
20230224,17.2606
20230223,17.822
20230222,17.4361
20230221,17.8921
20230220,18.1026
20230217,17.401
20230216,17.401
20230215,17.2256
20230214,16.7344
20230213,16.7695
20230210,16.98
20230209,17.1905
20230208,17.2957
20230207,17.2606
20230206,17.4711
20230203,17.1905
20230202,17.5413
20230201,17.6816
20230131,18.278
20230130,17.822
20230127,18.4885
20230119,18.243
20230118,17.8921
20230117,17.7518
20230116,17.5413
20230113,16.9449
20230112,17.1905
20230111,16.98
20230110,16.4537
20230109,16.2082
20230106,16.2432
20230105,16.0327
20230104,15.8924
20230103,15.9275
20221230,15.3662
20221229,15.4363
20221228,15.4363
20221227,15.5065
20221226,15.5065
20221223,16.0678
20221222,16.0678
20221221,15.9977
20221220,15.8223
20221219,15.9626
20221216,16.138
20221215,16.2783
20221214,16.2432
20221213,16.1731
20221212,15.7872
20221209,16.1731
20221208,15.8924
20221207,15.6468
20221206,15.6468
20221205,16.559
20221202,16.4888
20221201,15.7872
20221130,15.5065
20221129,15.5416
20221128,15.6118
20221125,15.0855
20221124,14.7347
20221123,14.4891
20221122,14.2786
20221121,14.454
20221118,14.8399
20221117,14.7698
20221116,14.3137
20221115,13.4016
20221114,14.2435
20221111,14.5944
20221110,14.033
20221109,14.5593
20221108,14.9452
20221107,14.4891
20221104,14.1383
20221103,14.9803
20221102,15.296
20221101,15.7521
20221031,15.717
20221028,15.6468
20221027,15.4714
20221026,14.4891
20221025,14.3137
20221024,13.6822
20221021,14.3137
20221020,14.9803
20221019,14.8049
20221018,15.0154
20221017,14.6996
20221014,14.6294
20221013,13.998
20221012,13.1209
20221011,12.2789
20221010,13.1209
20221007,13.0858
20221006,14.033
20221005,14.5944
20221004,14.7347
20221003,15.1557
20220930,15.5767
20220929,15.4363
20220928,15.4363
20220927,15.717
20220926,15.5767
20220923,15.8573
20220922,15.9977
20220921,15.8573
20220920,16.0678
20220919,16.0327
20220916,16.2432
20220915,16.5239
20220914,16.4888
20220913,16.6993
20220912,16.6642
20220909,16.8396
20220908,16.8396
20220907,17.0501
20220906,17.2957
20220905,17.1905
20220831,17.2957
20220830,17.2256
20220829,17.2256
20220826,17.401
20220825,17.5413
20220824,17.4361
20220823,17.401
20220822,17.2957
20220819,17.4361
20220818,17.6465
20220817,17.5062
20220816,17.4361
20220815,17.5062
20220812,17.401
20220811,17.3659
20220810,17.4361
20220809,17.5062
20220808,17.3659
20220805,17.4361
20220804,17.5413
20220803,17.5062
20220802,17.4711
20220801,17.5413
20220729,17.2606
20220728,17.1554
20220727,16.98
20220726,16.8747
20220725,16.8747
20220722,17.0852
20220721,17.2957
20220720,17.0501
20220719,16.7695
20220718,16.7695
20220715,16.8396
20220714,16.8747
20220713,16.8396
20220712,16.8396
20220711,16.4888
20220708,16.8396
20220707,16.9449
20220706,16.98
20220705,17.1554
20220704,17.0151
20220701,16.8747
20220630,16.8396
20220629,16.98
20220628,17.1905
20220627,16.8046
20220624,16.6993
20220623,16.6642
20220622,16.6642
20220621,16.138
20220620,16.0678
20220617,16.2082
20220616,16.9098
20220615,16.559
20220614,16.9098
20220613,16.7695
20220610,17.6816
20220609,18.0675
20220608,18.0325
20220607,17.5062
20220606,17.7518
20220603,17.7518
20220602,17.7869
20220601,17.4571
20220531,17.7097
20220530,17.9342
20220527,17.85
20220526,17.0361
20220525,16.8396
20220524,16.1661
20220523,15.9696
20220520,16.3064
20220519,16.0538
20220518,16.2503
20220517,16.4187
20220516,15.4925
20220513,15.4363
20220512,16.559
20220511,17.7378
20220510,17.2887
20220509,17.1764
20220506,17.401
20220505,17.7939
20220504,17.822
20220429,18.3552
20220428,17.401
20220427,17.3448
20220426,17.3448
20220425,17.1203
20220422,18.1307
20220421,17.6816
20220420,17.9062
20220419,17.7658
20220418,18.4113
20220415,18.8323
20220414,18.9727
20220413,18.8885
20220412,18.7762
20220408,19.0007
20220407,18.8604
20220406,18.6359
20220405,18.5236
20220404,18.8043
20220401,18.7481
20220331,18.5517
20220330,18.2991
20220329,18.1588
20220328,18.1588
20220325,18.3552
20220324,18.4675
20220323,18.6359
20220322,18.692
20220321,18.4955
20220318,18.4113
20220317,18.4113
20220316,18.4113
20220315,18.4113
20220314,18.3552
20220311,18.3552
20220310,18.4675
20220309,18.3552
20220308,18.2991
20220307,18.6639
20220304,19.2533
20220303,18.7762
20220302,18.4675
20220301,19.0007
20220228,19.0288
20220225,19.2814
20220224,19.3375
20220223,19.4217
20220222,19.4779
20220221,19.3095
20220218,19.0007
20220217,19.2533
20220216,19.1972
20220215,19.3656
20220214,19.0849
20220211,20.0392
20220210,19.955
20220209,19.983
20220208,20.0672
20220207,19.4779
20220128,19.3937
20220127,19.5901
20220126,19.8989
20220125,19.5621
20220124,19.2814
20220121,18.7762
20220120,18.4675
20220119,18.5236
20220118,18.4113
20220117,18.3833
20220114,18.5517
20220113,18.7201
20220112,18.5797
20220111,18.3833
20220110,18.5236
20220107,18.692
20220106,18.9446
20220105,18.9165
20220104,19.3095
20211231,19.3656
20211230,19.0288
20211229,18.9727
20211228,18.8885
20211227,18.6078
20211224,18.5236
20211223,18.243
20211222,18.3552
20211221,18.4113
20211220,18.5797
20211217,18.6359
20211216,18.5236
20211215,18.7481
20211214,18.692
20211213,18.7481
20211210,18.7481
20211209,18.692
20211208,18.5797
20211207,18.4955
20211206,18.1307
20211203,18.271
20211202,18.6359
20211201,18.8043
20211130,18.692
20211129,19.1691
20211126,19.4217
20211125,19.7305
20211124,19.8427
20211123,19.0569
20211122,19.1691
20211119,18.7762
20211118,18.243
20211117,18.692
20211116,18.6078
20211115,18.7481
20211112,18.7201
20211111,18.5236
20211110,18.7481
20211109,18.7762
20211108,18.7481
20211105,18.8043
20211104,18.8043
20211103,19.0007
20211102,18.6078
20211101,18.3552
20211029,18.5236
20211028,17.8781
20211027,17.6255
20211026,17.4571
20211025,17.5413
20211022,17.7378
20211021,17.822
20211020,18.1307
20211019,18.1307
20211018,17.9623
20211015,18.0746
20211014,18.1307
20211013,18.2991
20211012,18.2991
20211011,18.2991
20211008,17.6536
20211007,17.5132
20211006,17.5974
20211005,17.6816
20211004,17.401
20211001,17.6816
20210930,17.7097
20210929,17.5974
20210928,17.7378
20210927,17.6816
20210924,17.9623
20210923,17.7378
20210922,17.7378
20210921,17.85
20210920,18.0184
20210917,17.7378
20210916,17.5694
20210915,17.5132
20210914,17.6816
20210913,17.9062
20210910,18.1307
20210909,18.2149
20210908,18.0465
20210907,18.243
20210906,17.9904
20210901,17.9623
20210831,17.9623
20210830,18.0465
20210827,17.822
20210826,17.9342
20210825,18.2149
20210824,18.1307
20210823,17.9623
20210820,18.8604
20210819,19.8147
20210818,19.955
20210817,19.983
20210816,20.0392
20210813,19.8427
20210812,19.8147
20210811,20.2076
20210810,20.404
20210809,20.4882
20210806,19.955
20210805,20.2076
20210804,19.9269
20210803,20.0953
20210802,19.955
20210730,20.2918
20210729,19.1691
20210728,18.6078
20210727,18.6078
20210726,18.3552
20210723,18.5236
20210722,19.1411
20210721,18.9727
20210720,19.0288
20210719,18.0465
20210716,18.8604
20210715,18.3833
20210714,17.822
20210713,18.4675
20210712,18.3833
20210709,19.7585
20210708,20.3198
20210707,20.5163
20210706,20.2076
20210705,21.3022
20210702,20.2637
20210701,20.1795
20210630,20.0392
20210629,20.4602
20210628,20.6005
20210625,20.404
20210624,20.3198
20210623,20.0953
20210622,20.0111
20210621,19.5059
20210618,19.6463
20210617,19.5901
20210616,19.4779
20210615,19.8427
20210614,19.1411
20210611,19.4498
20210610,19.1411
20210609,19.0625
20210608,18.0521
20210607,19.3095
20210604,20.3423
20210603,20.6117
20210602,20.028
20210601,18.9053
20210531,18.591
20210528,17.4683
20210527,17.154
20210526,17.2663
20210525,17.0642
20210524,16.8396
20210521,16.8396
20210520,16.7947
20210519,16.4355
20210518,16.2783
20210517,16.413
20210514,16.3681
20210513,16.2559
20210512,16.2334
20210511,16.0763
20210510,16.2559
20210507,15.8068
20210506,15.6272
20210505,15.8517
20210504,15.47
20210429,15.5598
20210428,15.1781
20210427,15.2679
20210426,14.9536
20210423,14.9985
20210422,14.5944
20210420,15.0883
20210419,15.1332
20210416,14.8638
20210415,15.2006
20210414,15.5374
20210413,15.5374
20210412,15.7844
20210409,15.4476
20210408,15.4476
20210407,15.4476
20210406,15.6047
20210405,15.6047
20210402,15.5598
20210401,15.2006
20210331,14.9536
20210330,14.9536
20210329,14.8189
20210326,14.5719
20210325,14.3923
20210324,14.5719
20210323,14.8189
20210322,14.9985
20210319,15.1781
20210318,15.2455
20210317,15.0434
20210316,15.021
20210315,15.0434
20210312,14.7964
20210311,14.8189
20210310,14.7066
20210309,14.3923
20210308,14.28
20210305,14.5719
20210304,14.5495
20210303,14.9312
20210302,14.8189
20210301,14.9312
20210226,14.8413
20210225,14.5495
20210224,14.0106
20210223,14.2351
20210222,14.1902
20210219,13.9657
20210218,13.09
20210217,13.2023
20210209,12.8206
20210208,12.3491
20210205,12.7981
20210204,12.6634
20210203,12.6185
20210202,12.2817
20210201,11.9674
20210129,12.0347
20210128,11.4959
20210127,12.3491
20210126,12.4838
20210125,12.6185
20210122,12.8655
20210121,13.0002
20210120,12.7083
20210119,12.5287
20210118,13.4493
20210115,13.584
20210114,13.4044
20210113,13.4044
20210112,13.5166
20210111,13.6289
20210108,13.5615
20210107,13.4268
20210106,13.4268
20210105,13.1798
20210104,12.8655
20201231,12.6185
20201230,12.4838
20201229,12.4389
20201228,12.4838
20201225,12.5512
20201224,12.2593
20201223,12.6185
20201222,12.9104
20201221,13.0002
20201218,12.7532
20201217,12.7083
20201216,12.6859
20201215,12.5736
20201214,12.6634
